experience_level,employment_type,remote_ratio,company_size,job_title_freq,employee_residence_top,company_location_top,inflation_adj_salary
Senior,Full-time,Hybrid,Large,Data Analyst,Germany,Germany,77501.14901236448
Entry level,Full-time,Remote,Large,ML Engineer,United States,United States,272532.97656899993
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,224949.68999999994
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,156393.59399999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,67435.10976200001
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,294898.3317
Senior,Full-time,On-site,Medium,AI Engineer,United States,United States,224949.68999999994
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United Kingdom,United Kingdom,53948.309778
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,199215.44546399996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,125868.992256
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,133181.03999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,210483.4967928
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,248730.0858
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,265119.27749999997
Mid/ Intermediate level,Contractor,Remote,Small,ML Engineer,United States,United States,27315.319499999994
Mid/ Intermediate level,Full-time,Remote,Large,Data Analyst,United States,United States,133238.34410039996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,95905.69354799998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,160344.13903199998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,286328.8197
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,139254.56999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,138826.0944
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,254942.98199999996
Entry level,Full-time,Hybrid,Large,Data Scientist,United Kingdom,United Kingdom,100202.32842494111
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,107118.89999999998
Senior,Full-time,Remote,Medium,AI Engineer,Other,Other,29139.878370959992
Senior,Full-time,Remote,Small,ML Engineer,Other,Other,80114.722769242
Entry level,Full-time,Remote,Small,Data Engineer,Other,Other,51578.90936690346
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,166591.31327999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,212095.42199999996
Senior,Full-time,Remote,Medium,Data Analyst,Canada,Canada,152503.38922
Entry level,Full-time,Hybrid,Medium,Data Scientist,Spain,Spain,36976.20637088
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,60562.883682
Mid/ Intermediate level,Full-time,Remote,Large,Data Analyst,United States,United States,106643.97061796015
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,114081.62849999998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,98219.46178799999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,289221.02999999997
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,166034.29499999998
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Engineer,United Kingdom,United Kingdom,87677.03737182346
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,91051.06499999999
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,74983.23
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,219807.98279999997
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,231376.82399999996
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United States,United States,149966.46
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,74983.23
Mid/ Intermediate level,Full-time,Hybrid,Large,ML Engineer,Other,Other,30139.133366764163
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,176424.82829999996
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,216568.70726399997
Senior,Full-time,Remote,Large,ML Engineer,United States,United States,226055.15704799996
Senior,Full-time,Remote,Large,Data Engineer,United Kingdom,United Kingdom,168587.219484
Senior,Full-time,Remote,Large,AI/ DS Executive,United States,France,184552.56301607998
Entry level,Full-time,On-site,Medium,Data Scientist,United States,United States,98335.15019999997
Entry level,Full-time,Remote,Small,ML Engineer,United Kingdom,United Kingdom,65001.63689754
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,131434.8903
Executive level,Full-time,On-site,Medium,Data Scientist,United States,United States,321356.69999999995
Mid/ Intermediate level,Full-time,Remote,Large,ML Engineer,United States,United States,117830.78999999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,114060.682024
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,92550.72959999999
Senior,Full-time,Remote,Large,AI/ DS Executive,Other,Other,83366.891672
Entry level,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,52753.91587199999
Mid/ Intermediate level,Full-time,Remote,Large,Data Analyst,India,India,16783.584535158
Senior,Full-time,Remote,Large,Data Engineer,India,India,44758.571633076
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,171390.24
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,237161.2446
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,131649.12809999997
Entry level,Full-time,On-site,Large,Data Engineer,Other,Other,13318.104000000001
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,173532.618
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,161160.38504999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,137112.19199999998
Executive level,Full-time,On-site,Medium,Data Scientist,United States,United States,198169.965
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,143539.326
Mid/ Intermediate level,Full-time,On-site,Large,Data Scientist,Other,Other,72208.540204
Senior,Full-time,Remote,Medium,Data Analyst,Spain,Spain,57165.741736
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,155022.47207999998
Senior,Full-time,Hybrid,Large,Data Scientist,Other,Other,73768.81625768401
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,229234.44599999994
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,101762.95499999999
Mid/ Intermediate level,Full-time,On-site,Large,Data Scientist,India,India,50084.33471854972
Mid/ Intermediate level,Full-time,Hybrid,Small,Data Engineer,Other,United Kingdom,80161.37707531337
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,122719.47730533399
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,138504.73769999997
Entry level,Full-time,On-site,Small,ML Engineer,United States,United States,124943.48496
Senior,Full-time,Hybrid,Large,Data Engineer,Other,Other,59262.1118224306
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,74983.23
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,190885.87979999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,161963.77679999996
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,197098.77599999998
Senior,Full-time,On-site,Medium,Data Engineer,Other,Other,43138.51639836199
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,211131.35189999995
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,244680.99138
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,72223.25892860399
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,107118.89999999998
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,187458.07499999998
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,121935.58624799999
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,187458.07499999998
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,249077.151036
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,80339.17499999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,188529.264
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,183816.03239999997
Senior,Full-time,On-site,Medium,Data Scientist,Canada,Canada,286339.23600000003
Senior,Full-time,Remote,Medium,ML Engineer,France,France,119096.03517799999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,127257.25319999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,242251.534728
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,249077.151036
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,153158.196
Senior,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,158929.3744
Senior,Full-time,Remote,Medium,ML Engineer,Other,United States,160678.34999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,72883.69956
Entry level,Full-time,Remote,Small,Data Analyst,Other,Other,12372.306691670095
Entry level,Full-time,Remote,Small,Data Scientist,Germany,Germany,93287.67811983207
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,232448.01299999995
Senior,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,133458.5005
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,92550.72959999999
Executive level,Full-time,On-site,Medium,Data Engineer,United States,United States,214237.79999999996
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,219593.74499999997
Senior,Full-time,Remote,Large,AI Engineer,Other,Canada,59547.462668
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,320821.10549999995
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,248730.0858
Entry level,Full-time,Hybrid,Large,Data Scientist,Spain,Spain,32045.654487098
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,133620.11586
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,150823.41119999997
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,149966.46
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,238018.19579999996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,153394.26479999998
Senior,Full-time,On-site,Large,Data Analyst,United States,United States,111725.01269999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,151680.36239999995
Senior,Full-time,On-site,Medium,AI Engineer,United States,United States,197730.77750999996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,161749.539
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,Other,Other,59547.462668
Senior,Contractor,Remote,Medium,Data Scientist,United States,United States,127182.0557322
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,180388.22759999998
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Engineer,Other,Other,108417.34580235423
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,229572.08477279998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,241017.52499999994
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,214237.79999999996
Entry level,Full-time,On-site,Medium,Data Scientist,United States,United States,160678.34999999998
Senior,Full-time,On-site,Medium,AI/ ML Researcher,United States,United States,313858.377
Senior,Full-time,Remote,Medium,Data Engineer,Canada,Canada,160927.09
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,144610.51499999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,208239.14159999997
Entry level,Full-time,Hybrid,Small,BI Analyst,United States,United States,66619.17205019998
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,246184.940736
Senior,Full-time,Remote,Large,Data Scientist,United States,United States,184175.951904
Senior,Full-time,Remote,Medium,Data Scientist,Canada,Canada,194222.35
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,174068.2125
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,80981.88839999998
